Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
05/12/2017,"86 BOROIMHE BEECH, SWORDS, DUBLIN",,Dublin,"€322,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2015,"11 BLACKFORT AVENUE, NEWPORT ROAD, CASTLEBAR",,Mayo,"€153,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2014,"RUSSAGH, RATHOWN, CO WESTMEATH",,Westmeath,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2015,"6 CANNON ST, KELLS, MEATH",,Meath,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2011,"Gracepark House, Drumcondra",Dublin 9,Dublin,"€1,625,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2016,"31 ABBEY VILLE, ENNIS, CO CLARE",,Clare,"€70,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
14/06/2017,"APT 1, 14 BELVEDERE PLACE, DUBLIN 1",Dublin 1,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2020,"10 HAWTHORN DRIVE, CABRA ROAD, THURLES",,Tipperary,"€273,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2019,"25 ROCKBORO HEIGHTS, WATERPARK, CARRIGALINE",,Cork,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"16 THE LINKS, PORTNABLAGH, DUNFANAGHY",,Donegal,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2016,"36 BELARMINE PLACE, BELARMINE, STEPASIDE DUBLIN 18",Dublin 18,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2014,"DANGAN, KILMACOW, KILKENNY",,Kilkenny,"€29,400.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/10/2014,"1 Sli na hAiteann, Cuillane, Carraroe",,Galway,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2015,"160 Evanwood, Golf Links Road, Castletroy",,Limerick,"€168,500.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
22/10/2015,"151 MANOR COURT, KNOCKNACARRA, CO GALWAY",,Galway,"€86,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2016,"1 PARK COURT, PARK LANE, SANDYMOUNT DUBLIN 4",Dublin 4,Dublin,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2019,"5 Cluain Abhainn, Ballinrobe Road, Westport",,Mayo,"€440,528.63",No,Yes,New Dwelling house /Apartment,
23/12/2021,"4 Whitethorn Rise, Whitethorn Village, Naas",,Kildare,"€387,664.00",No,Yes,New Dwelling house /Apartment,
07/08/2019,"30 CHAPELFIELD, CATHEDRAL RD, CORK",,Cork,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2019,"3 MESPIL LODGE, SUSSEX RD, DUBLIN 4",Dublin 4,Dublin,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2020,"92 THE HEATH, RAMSGATE VILLAGE, GOREY",,Wexford,"€162,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2011,"Newtown, Rathangan",,Kildare,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2017,"17A BROOK SQUARE, SOUTH TERRACE, CORK",,Cork,"€178,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2016,"5 ROCKBARTON COURT, SALTHILL, GALWAY",,Galway,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2015,"BALLYBUR, CUFFESGRANGE, KILKENNY",,Kilkenny,"€277,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2016,"52 RAILWAY RD, CLONGRIFFIN, DUBLIN 13",Dublin 13,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2021,"21 REDFERN AVE, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,"€595,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2021,"APT 55 CLEARSTREAM COURT, MC KEE AVE, DUBLIN 11",Dublin 11,Dublin,"€117,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2014,"64 WHITMORE HOUSE, DRYNAM CRESCENT, DRYNAM HALL",,Dublin,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2016,"CLONOMERA, ENNISTYMON, CO CLARE",,Clare,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2014,"13 CRANEYARD, CRANE LANE, TEMPLE BAR DUBLIN 2",Dublin 2,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2012,"7 Parklands Way, Maynooth",,Kildare,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2018,"7 St Helen's Avenue, St Helen's, Adamstown",,Dublin,"€251,101.32",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/10/2016,"APT 18, ATLANTIC COAST APTS, TRAMORE",,Waterford,"€82,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2015,"18 CLONSHAUGH GROVE, CLONSHAUGH, DUBLIN",Dublin 17,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2021,"BLOCK 7A, 3 ANNALY CLOSE, ONGAR LODGE DUBLIN 15",Dublin 15,Dublin,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2020,"34 WALNUT RISE, COURTLANDS, DUBLIN 9",Dublin 9,Dublin,"€595,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2019,"32 GRANGE CRESCENT, POTTERY ROAD, DUN LAOGHAIRE",,Dublin,"€508,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2013,"27 Pebble Bay, Wicklow",,Wicklow,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2021,"NO 1 WALLED GARDENS, MOUNT JULIET, THOMASTOWN",,Kilkenny,"€630,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2016,"21 COLDWATER LAKES SUITES, SAGGART, CO DUBLIN",,Dublin,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2012,"30 Avenue Grove, The Avenue, Gorey",,Wexford,"€68,500.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
13/03/2014,"30 College Park Close, Ballinteer Road, Dumdrum",Dublin 16,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2021,"TOUGHBAWN, DRINAGH, CORK",,Cork,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2019,"22 KILLURE MANOR, WATERFORD, WATERFORD",,Waterford,"€72,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2015,"Cherry Lawn Cottage, Killarney Road, Bray",,Wicklow,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2011,"322 Mourne Road, Drimnagh",,Dublin,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2014,"181 Woodfield, Scholarstown Road, Rathfarnham",Dublin 16,Dublin,"€322,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2013,"Ballyduff, Camolin, County Wexford",,Wexford,"€167,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2017,"11 The Well, Scholarstown Wood, Scholarstown Road",Dublin 16,Dublin,"€418,502.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/08/2019,"56 GORTONORA, DINGLE, KERRY",,Kerry,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2019,"26 GLENFIELD CLOSE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2021,"85 FAIRWAY HEIGHTS, THE KERRIES, TRALEE",,Kerry,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2020,"9 CLADY MEADOW GREEN, ROBINSTOWN, NAVAN",,Meath,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2017,"16 CLIFDEN TERRACE, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2012,"Carrigans Upper, Ballymote, Sligo",,Sligo,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2019,"ARDEEVIN, NORTH RD, DROGHEDA",,Louth,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2019,"138 FAIRWAY HEIGHTS, TRALEE, CO KERRY",,Kerry,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2020,"66 PAIR AN OIR, RATHCORMAC, COUNTY CORK",,Cork,"€161,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2021,"9 ST MARGARETS CLOSE, CASTLE PARK RD, DALKEY",,Dublin,"€690,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2016,"18 Belarmine Grove, Belarmine Woods, Stepaside",,Dublin,"€313,009.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/10/2015,"APT 37, TRINITY SQ, LOMBARD ST DUBLIN 2",Dublin 2,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2021,"10 THE GREEN, HAYDENS PARK, LUCAN",,Dublin,"€483,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2018,"3 MOUNTJOY ST MIDDLE, BROADSTONE, DUBLIN 7",Dublin 7,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2020,"18 KENILWORTH PARK, HAROLDS CROSS, DUBLIN 6W",,Dublin,"€895,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2019,"47 FERTHA DRIVE, CAHERCIVEEN, CO.KERRY",,Kerry,"€59,400.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/09/2017,"APTS 1-8, 341 NORTH CIRCULAR RD, DUBLIN 7",Dublin 7,Dublin,"€412,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2021,"124 KILCARN COURT, NAVAN, MEATH",,Meath,"€177,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2016,"APT 21 OLYMPIA COURT, PARNELL ST, WATERFORD",,Waterford,"€45,916.74",No,No,Second-Hand Dwelling house /Apartment,
01/09/2017,"7 DROM ARD, PROSPECT HILL, GALWAY",,Galway,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"14 The Riverside, Ryebridge, Kilcock",,Kildare,"€273,128.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/01/2019,"25 RIVERGROVE, ORANMORE, GALWAY",,Galway,"€233,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2017,"27 ABBOTSWOOD MEWS, MONASTERY RD, ROCHESTOWN",,Cork,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2018,"12 GLENCARRIG, CARRICK ON SHANNON, LEITRIM",,Leitrim,"€287,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2017,"2 ST BRIGIDS PARK, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2019,"15 WOODBINE AVENUE, BOOTERSTOWN, BLACKROCK",,Dublin,"€870,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2020,"16 GREENHILLS ROAD, GARRYOWEN, LIMERICK",,Limerick,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2017,"BEALTAINE, BALLYMURPHY ROAD, TULLOW",,Carlow,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2019,"8 SEAVIEW LAWN, SHANKILL, DUBLIN",Dublin 18,Dublin,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/08/2015,"15 Cornmill, Distillery Road",Dublin 3,Dublin,"€303,964.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/10/2017,"13C FR KEARNS STREET, EDENDERRY, CO. OFFALY",,Offaly,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2015,"LONGSTONES, CASTLETOWN, DUNLEER",,Louth,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2018,"12 OLD CROSS SQ, MONAGHAN",,Monaghan,"€136,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2013,"19 Laburnum Drive, Termonabbey, Drogheda",,Louth,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2016,"116 Diswellstown Manor, Porterstown Road, Castleknock",Dublin 15,Dublin,"€541,850.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
06/01/2022,"THE WILLOWS, KILGABRIEL, CLASHMORE",,Cork,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2014,"56 CUL CRANNAGH, DOORADOYLE RD, CRANNAGH",,Limerick,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2010,"Scarteen Lower, Newmarket",,Cork,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2016,"ERVALLAGH, ROUNDSTONE, GALWAY",,Galway,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2016,"19 AN TSEAN DUN, TULLA RD, ENNIS",,Clare,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2017,"3 OZONE TERRACE, MAIN STREET, BALLYBUNION",,Kerry,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2020,"ASHFIELD, ROSLEVAN, ENNIS",,Clare,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2018,"MEELMANE, COURTMACSHERRY, BANDON",,Cork,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2019,"138 PARK DRIVE AVE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2019,"16 KNOCKLYNE VALLEY, SUNHILL, KILLORGLIN",,Kerry,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2014,"55 GRAND CANAL ST, DUBLIN 4, DUBLIN",Dublin 4,Dublin,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2020,"81 FLAX FIELDS, CONVOY, DONEGAL",,Donegal,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2010,"Tobberpatrick, Tinahely",,Wicklow,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2015,"Apartment 13  The Linden, 31-33 Merrion Road, Dublin 4",Dublin 4,Dublin,"€725,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2020,"THE COTTAGES, KNOCKMORE, BALLINA",,Mayo,"€57,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/05/2021,"1 DAVITT COURT, BALLINDINE, CO MAYO",,Mayo,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2018,"210 ASHEFIELD, MULLINGAR, WESTMEATH",,Westmeath,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2014,"11 GLENEASTON RISE, LEIXLIP, CO KILDARE",,Kildare,"€393,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2014,"THE WHARF, 1 LOWER OCONNELL ST, KINSALE",,Cork,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2021,"4 SLANE HOUSE, PATRICK ST, DUBLIN 8",Dublin 8,Dublin,"€227,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2021,"108 OXMANSTOWN ROAD, DUBLIN 7",Dublin 7,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2017,"13 MILL COURTYARD, BRIDGE ST, GORT",,Galway,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2014,"370 Charlestown Centre, St Margaret's Road, Finglas",Dublin 11,Dublin,"€194,086.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2016,"108 MAYORSTONE GROVE, LIMERICK, LIMERICK",,Limerick,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2021,"11 SONESTA, TEXAS LANE, MALAHIDE",,Dublin,"€605,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2019,"35 BALLYGALL PARADE, FINGLAS EAST, DUBLIN 11",Dublin 11,Dublin,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2014,"30 MEADOW PARK AVE, BALLYVOLANE, CORK",,Cork,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2019,"BALLYNORTH, BALLYSTEEN, ASKEATON",,Limerick,"€260,000.00",No,Yes,New Dwelling house /Apartment,
23/03/2012,"93 St. John's Park, Waterford",,Waterford,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2018,"Apartment 28  Leona Block, Honeypark, Dun Laoghaire",,Dublin,"€361,233.48",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/12/2017,"8 THE MEADOWS, MILLTOWN ROAD, TUAM",,Galway,"€242,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2020,"21 CHANDLERS REST, RUSHBROOKE, COBH",,Cork,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2011,"17 Dunvale, Frankfield, Douglas",,Cork,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2012,"46 Grahams Court, Marlton Road, Wicklow Town",,Wicklow,"€162,366.64",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/11/2020,"44 CILL O SEIGHIN, KILMAINE ROAD, BALLINROBE",,Mayo,"€150,000.00",No,Yes,New Dwelling house /Apartment,
07/02/2020,"14 AN MOINEAR, CUL ARD, CARRIGTWOHILL",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2016,"67 BLASKET SQ, WATERVILLE, SNUGBORO RD DUBLIN 15",Dublin 15,Dublin,"€176,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2019,"TOWNPARKS, ARDEE, LOUTH",,Louth,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2021,"2 THE HURDLES, HUNTSFIELD, DOORADOYLE",,Limerick,"€217,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2019,"16 An Rian, Newtownstalaban, Termonfeckin",,Louth,"€251,101.00",No,Yes,New Dwelling house /Apartment,
09/08/2021,"1 Scholars Mews, Station Road, Lusk",,Dublin,"€299,560.00",No,Yes,New Dwelling house /Apartment,
05/10/2021,"23 The Avenue, Royal Oaks, Enfield",,Meath,"€277,533.04",No,Yes,New Dwelling house /Apartment,
14/12/2012,"Apartment 2, Grand Canal View, Kilmainham",,Dublin,"€81,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2016,"5 DUNARD, THE BATTERIES, ATHLONE",,Westmeath,"€102,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2013,"Ryedale, Ballyclough",,Limerick,"€269,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/09/2019,"BLOCK C APARTMENT 10, ST ANGELA'S STUDENT RESIDENCES, SLIGO",,Sligo,"€40,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
29/08/2012,"derrooghs, Kilkeerin, Ballinasloe",,Galway,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2017,"7 Cnoc na Ri, Clybaun Road, Galway",,Galway,"€299,559.47",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
18/06/2018,"5 DUNEDIN PARK, MONKSTOWN, BKACKROCK",,Dublin,"€390,008.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2014,"CLYDUFF, MILTOWN, SHINRONE",,Tipperary,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2015,"15 FOREST HILLS, RATHCOOLE, DUBLIN",,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2020,"4 Drury Park, Saggart",,Dublin,"€255,506.00",No,Yes,New Dwelling house /Apartment,
26/02/2021,"72 CROMWELLS FORT GROVE, MULGANNON, WEXFORD",,Wexford,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2017,"47 PALMERSTOWN COURT, MUNGRET STREET, LIMERICK",,Limerick,"€41,666.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2015,"36 ROSEBANK PLACE, NINTH LOCK RD, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2020,"71 SEAGREEN PARK, GREYSTONES",,Wicklow,"€530,000.00",No,Yes,New Dwelling house /Apartment,
27/02/2019,"77 ANNADALE DR, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2012,"12 Oakland Park, Dundalk",,Louth,"€65,890.00",Yes,No,Second-Hand Dwelling house /Apartment,
19/10/2011,"22 Oakfield, Park Road, Killarney",,Kerry,"€210,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/07/2011,"83 Marian Place, Tullamore, Offaly",,Offaly,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2015,"52 WHITEROCK VIEW, WEXFORD, WEXFORD",,Wexford,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2021,"ROSE PARK, CLONARD, WEXFORD",,Wexford,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2021,"19 MAIN ST, CAHERCIVEEN, KERRY",,Kerry,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2019,"1 TARA HOUSE, CITYQUARTER, ATHLONE TOWNCENTRE",,Westmeath,"€117,293.55",No,No,Second-Hand Dwelling house /Apartment,
18/08/2021,"32 FAIRWAYS GARDENS, DUBLIN ROAD, DUNDALK",,Louth,"€249,779.73",No,Yes,New Dwelling house /Apartment,
26/04/2021,"20 MARLTON COURT, WICKLOW TOWN, WICKLOW",,Wicklow,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2020,"2 BROMPTON GREEN, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2021,"16 KINGSTON HALL, HAROLDS GRANGE ROAD, SANDYFORD",Dublin 18,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2012,"33 Castlemartin Avenue, Betystown",,Meath,"€189,427.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/11/2019,"BALPH'S COTTAGE, ARDRISTAN, TULLOW",,Carlow,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2017,"28 Dunville Park, Athlumney, Navan",,Meath,"€231,718.06",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/12/2010,"St Anthonys, Lower Dargle Road, Bray",,Wicklow,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2018,"OLD COACH ROAD, STONE HOUSE, DUNLEER",,Louth,"€15,750.00",Yes,No,Second-Hand Dwelling house /Apartment,
26/08/2021,"11 DOMINICK PLACE, WATERFORD, WATERFORD",,Waterford,"€128,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2016,"1814 KILGOWAN, COLBINSTOWN, CO KILDARE",,Kildare,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2017,"12 HAZELGROVE, RUAN, ENNIS",,Clare,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/12/2019,"18 Cedarview, Northwood, Santry",,Dublin,"€418,502.00",No,Yes,New Dwelling house /Apartment,
12/10/2017,"4 FORTWELL APTS, LETTERKENNY, DONEGAL",,Donegal,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2011,"17 Brookvale Downs, Rathfarnham",,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2010,"34 Fairview Green, Marino",Dublin 3,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2020,"195 ARDEASHKINN, DUNDALK, LOUTH",,Louth,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2021,"9 KING EDWARD LAWN, BRAY, WICKLOW",,Wicklow,"€710,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2015,"Ross Road, Killarney",,Kerry,"€387,665.20",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2019,"45 GRANGE WAY, PINECROFT, DOUGLAS CORK",,Cork,"€239,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2014,"54 RED ARCHES RD, THE COAST, BALDOYLE DUBLIN 13",Dublin 13,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2020,"Irishtown, Gormanstown, Co Meath",,Meath,"€75,000.00",No,No,New Dwelling house /Apartment,
15/11/2021,"NO 2 BRIDGE STREET, GRAIGUECULLEN, CARLOW",,Carlow,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2020,"2 BLOOMFIELD PARK, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"€840,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2020,"15 BRIDGEWATER COURT, LOWER DOMINICK ST, GALWAY CITY",,Galway,"€156,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2011,"16 Sundrive Park, Kimmage, Dublin 12",,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2019,"52 NEWBERRY GREEN, DROMAHANE, MALLOW",,Cork,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2014,"WOLFE TONE ST, KILMALLOCK, LIMERICK",,Limerick,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2015,"16 Seapark, Taylors Hill Road, Galway",,Galway,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2019,"NEWTOWN, CLOGHANS, BALLINA",,Mayo,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2020,"112 Castlefield Hall, Clonsilla, Dublin 15",,Dublin,"€411,453.00",No,Yes,New Dwelling house /Apartment,
02/08/2019,"1 CLUAIN DARA COURT, CLONMACKEN, ENNIS ROAD",,Limerick,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2018,"17 TEMPLEVILLE, PUNCHES CROSS, BALLINACURRA",,Limerick,"€339,207.00",No,Yes,New Dwelling house /Apartment,
28/08/2018,"CARN KEAD, SOUTH DOUGLAS RD, CORK CITY",,Cork,"€367,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2013,"29 morrison house, cork",,Cork,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2017,"No. 4 An Fearban, Coismeigmore, Furbo",,Galway,"€577,092.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/05/2019,"6 THE DRIVE, STATION MANOR, PORTMARNOCK",,Dublin,"€431,718.10",No,Yes,New Dwelling house /Apartment,
05/10/2016,"43B STRAND RD, SANDYMOUNT, STRAND RD DUBLIN 4",Dublin 4,Dublin,"€1,055,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2019,"64 OFFINGTON AVE, SUTTON, DUBLIN 13",Dublin 13,Dublin,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment,
